ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-02-01,1454.8923976434833,-1575.954152445182,3879.8478691043365,1454.8923976434833,1454.8923976434833,-424.33698605356585,-424.33698605356585,-424.33698605356585,21.42934756427105,21.42934756427105,21.42934756427105,-445.7663336178368,-445.7663336178368,-445.7663336178368,0.0,0.0,0.0,1030.5554115899174
2014-02-02,1455.0108903110379,-1622.2190745397393,4000.1318478018206,1455.0108903110379,1455.0108903110379,-270.2888342672663,-270.2888342672663,-270.2888342672663,203.61687811250584,203.61687811250584,203.61687811250584,-473.90571237977207,-473.90571237977207,-473.90571237977207,0.0,0.0,0.0,1184.7220560437715
2014-02-03,1455.1293829785925,-1353.4373211799561,4126.022790969354,1455.1293829785925,1455.1293829785925,-99.52501478111624,-99.52501478111624,-99.52501478111624,411.62222817263927,411.62222817263927,411.62222817263927,-511.1472429537555,-511.1472429537555,-511.1472429537555,0.0,0.0,0.0,1355.6043681974763
2014-02-04,1455.2478756461471,-2219.1540404043903,3374.2571559216735,1455.2478756461471,1455.2478756461471,-728.8634739866543,-728.8634739866543,-728.8634739866543,-172.00824768956682,-172.00824768956682,-172.00824768956682,-556.8552262970874,-556.8552262970874,-556.8552262970874,0.0,0.0,0.0,726.3844016594928
2014-02-06,1455.4848609812564,-1885.8356961049158,3657.1423664281683,1455.4848609812564,1455.4848609812564,-513.9672056031054,-513.9672056031054,-513.9672056031054,156.0037975527947,156.0037975527947,156.0037975527947,-669.9710031559,-669.9710031559,-669.9710031559,0.0,0.0,0.0,941.517655378151
2014-02-07,1455.6033536488108,-1640.6375962778297,3863.7852979770482,1455.6033536488108,1455.6033536488108,-315.2812814377948,-315.2812814377948,-315.2812814377948,419.73065277879647,419.73065277879647,419.73065277879647,-735.0119342165912,-735.0119342165912,-735.0119342165912,0.0,0.0,0.0,1140.322072211016
2014-02-08,1455.7218463163654,-2289.6221634039625,3337.4381656273167,1455.7218463163654,1455.7218463163654,-782.4087518522421,-782.4087518522421,-782.4087518522421,21.42934756371795,21.42934756371795,21.42934756371795,-803.83809941596,-803.83809941596,-803.83809941596,0.0,0.0,0.0,673.3130944641233
2014-02-11,1456.0773243190292,-2494.102048577817,2993.855059695936,1456.0773243190292,1456.0773243190292,-1188.849002399688,-1188.849002399688,-1188.849002399688,-172.0082476884317,-172.0082476884317,-172.0082476884317,-1016.8407547112564,-1016.8407547112564,-1016.8407547112564,0.0,0.0,0.0,267.22832191934117
2014-02-12,1456.1958169865838,-3317.355558620475,2140.5827640790317,1456.1958169865838,1456.1958169865838,-2124.692927691098,-2124.692927691098,-2124.692927691098,-1040.394656491781,-1040.394656491781,-1040.394656491781,-1084.2982711993168,-1084.2982711993168,-1084.2982711993168,0.0,0.0,0.0,-668.497110704514
2014-02-14,1456.432802321693,-2048.380539884892,3375.2751826092995,1456.432802321693,1456.432802321693,-783.8637277937914,-783.8637277937914,-783.8637277937914,419.73065277835053,419.73065277835053,419.73065277835053,-1203.594380572142,-1203.594380572142,-1203.594380572142,0.0,0.0,0.0,672.5690745279016
2014-02-15,1456.5512949892475,-2633.956952114416,2805.8384102796913,1456.5512949892475,1456.5512949892475,-1230.7885311840457,-1230.7885311840457,-1230.7885311840457,21.429347563164836,21.429347563164836,21.429347563164836,-1252.2178787472105,-1252.2178787472105,-1252.2178787472105,0.0,0.0,0.0,225.76276380520176
2014-02-16,1456.669787656802,-2495.258228449749,3039.2833417321676,1456.669787656802,1456.669787656802,-1087.937565172075,-1087.937565172075,-1087.937565172075,203.61687811267677,203.61687811267677,203.61687811267677,-1291.5544432847516,-1291.5544432847516,-1291.5544432847516,0.0,0.0,0.0,368.7322224847271
2014-02-17,1456.7882803243567,-2098.7111152950724,3291.8060877713274,1456.7882803243567,1456.7882803243567,-908.7351556509352,-908.7351556509352,-908.7351556509352,411.62222817322333,411.62222817322333,411.62222817322333,-1320.3573838241584,-1320.3573838241584,-1320.3573838241584,0.0,0.0,0.0,548.0531246734215
2014-02-18,1456.9067729919113,-2954.5513597416316,2434.1377273901726,1456.9067729919113,1456.9067729919113,-1509.589407470139,-1509.589407470139,-1509.589407470139,-172.0082476891694,-172.0082476891694,-172.0082476891694,-1337.5811597809695,-1337.5811597809695,-1337.5811597809695,0.0,0.0,0.0,-52.682634478227556
2014-02-20,1457.1437583270206,-2451.2389009187564,2922.3157088428748,1457.1437583270206,1457.1437583270206,-1178.2553415962252,-1178.2553415962252,-1178.2553415962252,156.0037975541323,156.0037975541323,156.0037975541323,-1334.2591391503572,-1334.2591391503572,-1334.2591391503572,0.0,0.0,0.0,278.88841673079537
2014-02-21,1457.262250994575,-2230.9308305603427,3300.7715705949545,1457.262250994575,1457.262250994575,-893.0953545997637,-893.0953545997637,-893.0953545997637,419.7306527798252,419.7306527798252,419.7306527798252,-1312.826007379589,-1312.826007379589,-1312.826007379589,0.0,0.0,0.0,564.1668963948113
2014-02-22,1457.3807436621298,-2575.2709303392767,2941.110345610964,1457.3807436621298,1457.3807436621298,-1256.632049104261,-1256.632049104261,-1256.632049104261,21.42934756456374,21.42934756456374,21.42934756456374,-1278.0613966688247,-1278.0613966688247,-1278.0613966688247,0.0,0.0,0.0,200.74869455786893
2014-02-23,1457.4992363296842,-2287.3593030119196,3039.680163357561,1457.4992363296842,1457.4992363296842,-1026.5732037914026,-1026.5732037914026,-1026.5732037914026,203.61687811337399,203.61687811337399,203.61687811337399,-1230.1900819047764,-1230.1900819047764,-1230.1900819047764,0.0,0.0,0.0,430.92603253828156
2014-02-24,1457.617728997239,-1871.8766124811207,3471.5463486388876,1457.617728997239,1457.617728997239,-758.0808449059573,-758.0808449059573,-758.0808449059573,411.62222817372293,411.62222817372293,411.62222817372293,-1169.7030730796803,-1169.7030730796803,-1169.7030730796803,0.0,0.0,0.0,699.5368840912818
2014-02-27,1457.9732073177931,-2092.278633540601,3349.29105001957,1457.9732073177931,1457.9732073177931,-765.1963336388696,-765.1963336388696,-765.1963336388696,156.00379755317627,156.00379755317627,156.00379755317627,-921.2001311920458,-921.2001311920458,-921.2001311920458,0.0,0.0,0.0,692.7768736789235
2014-03-01,1458.2101928648292,-2108.67681584149,3321.525868017324,1458.2101928648292,1458.2101928648292,-690.6878343228295,-690.6878343228295,-690.6878343228295,21.42934756401065,21.42934756401065,21.42934756401065,-712.1171818868403,-712.1171818868403,-712.1171818868403,0.0,0.0,0.0,767.5223585419997
2014-03-02,1458.3286856383472,-1670.88892588079,3798.5288890282354,1458.3286856383472,1458.3286856383472,-395.5826419799027,-395.5826419799027,-395.5826419799027,203.61687811407126,203.61687811407126,203.61687811407126,-599.199520093974,-599.199520093974,-599.199520093974,0.0,0.0,0.0,1062.7460436584445
2014-03-03,1458.4471784118653,-1258.4617368129573,4038.0761357170722,1458.4471784118653,1458.4471784118653,-71.42402246410217,-71.42402246410217,-71.42402246410217,411.6222281721025,411.6222281721025,411.6222281721025,-483.0462506362047,-483.0462506362047,-483.0462506362047,0.0,0.0,0.0,1387.0231559477631
2014-03-04,1458.5656711853835,-1552.9161559330898,3678.7361897284527,1458.5656711853835,1458.5656711853835,-537.5048798584627,-537.5048798584627,-537.5048798584627,-172.00824768834696,-172.00824768834696,-172.00824768834696,-365.49663217011584,-365.49663217011584,-365.49663217011584,0.0,0.0,0.0,921.0607913269208
2014-03-05,1458.6841639589015,-2529.7811899852363,2838.8371478427043,1458.6841639589015,1458.6841639589015,-1288.8002360198298,-1288.8002360198298,-1288.8002360198298,-1040.3946564917571,-1040.3946564917571,-1040.3946564917571,-248.40557952807256,-248.40557952807256,-248.40557952807256,0.0,0.0,0.0,169.88392793907178
2014-03-07,1458.9211495059376,-863.662426262771,4597.733480146401,1458.9211495059376,1458.9211495059376,396.86639614882773,396.86639614882773,396.86639614882773,419.7306527789648,419.7306527789648,419.7306527789648,-22.864256630137064,-22.864256630137064,-22.864256630137064,0.0,0.0,0.0,1855.7875456547654
2014-03-10,1459.2766278264917,-556.2282250722637,4892.87808459158,1459.2766278264917,1459.2766278264917,680.5741674624005,680.5741674624005,680.5741674624005,411.62222817218714,411.62222817218714,411.62222817218714,268.95193929021343,268.95193929021343,268.95193929021343,0.0,0.0,0.0,2139.850795288892
2014-03-11,1459.39512060001,-1210.4065785446637,4474.523834360229,1459.39512060001,1459.39512060001,176.17143024954188,176.17143024954188,176.17143024954188,-172.00824768950983,-172.00824768950983,-172.00824768950983,348.1796779390517,348.1796779390517,348.1796779390517,0.0,0.0,0.0,1635.5665508495517
2014-03-14,1459.7505989205642,-519.0364187343795,5033.371334780824,1459.7505989205642,1459.7505989205642,937.7875098158916,937.7875098158916,937.7875098158916,419.7306527790148,419.7306527790148,419.7306527790148,518.0568570368767,518.0568570368767,518.0568570368767,0.0,0.0,0.0,2397.538108736456
2014-03-15,1459.869091694082,-692.6363172335215,4730.944624076771,1459.869091694082,1459.869091694082,571.7691480607888,571.7691480607888,571.7691480607888,21.429347563706866,21.429347563706866,21.429347563706866,550.3398004970819,550.3398004970819,550.3398004970819,0.0,0.0,0.0,2031.638239754871
2014-03-16,1459.9875844676003,-429.30839697645945,4881.415714051787,1459.9875844676003,1459.9875844676003,773.7985834048686,773.7985834048686,773.7985834048686,203.61687811313115,203.61687811313115,203.61687811313115,570.1817052917376,570.1817052917376,570.1817052917376,0.0,0.0,0.0,2233.786167872469
2014-03-17,1460.1060772411183,-302.2721516482863,5346.716624130603,1460.1060772411183,1460.1060772411183,989.3994357517637,989.3994357517637,989.3994357517637,411.62222817268656,411.62222817268656,411.62222817268656,577.7772075790773,577.7772075790773,577.7772075790773,0.0,0.0,0.0,2449.505512992882
2014-03-18,1460.2245700146364,-906.5891535315284,4458.665785264486,1460.2245700146364,1460.2245700146364,401.5376434463472,401.5376434463472,401.5376434463472,-172.00824769024746,-172.00824769024746,-172.00824769024746,573.5458911365947,573.5458911365947,573.5458911365947,0.0,0.0,0.0,1861.7622134609835
2014-03-19,1460.3430627881546,-1933.295439919359,3401.356421157768,1460.3430627881546,1460.3430627881546,-482.2780456786743,-482.2780456786743,-482.2780456786743,-1040.394656491388,-1040.394656491388,-1040.394656491388,558.1166108127137,558.1166108127137,558.1166108127137,0.0,0.0,0.0,978.0650171094803
2014-03-21,1460.5800483351907,-612.9733459282314,4999.147351836844,1460.5800483351907,1460.5800483351907,916.8323043415426,916.8323043415426,916.8323043415426,419.73065277952907,419.73065277952907,419.73065277952907,497.1016515620134,497.1016515620134,497.1016515620134,0.0,0.0,0.0,2377.4123526767335
2014-03-22,1460.6985411087087,-663.4425122863169,4691.416296247483,1460.6985411087087,1460.6985411087087,475.0502288406274,475.0502288406274,475.0502288406274,21.429347564303338,21.429347564303338,21.429347564303338,453.62088127632404,453.62088127632404,453.62088127632404,0.0,0.0,0.0,1935.748769949336
2014-03-23,1460.8170338822267,-465.638495414754,4815.271035842419,1460.8170338822267,1460.8170338822267,606.7122568375913,606.7122568375913,606.7122568375913,203.6168781138284,203.6168781138284,203.6168781138284,403.09537872376296,403.09537872376296,403.09537872376296,0.0,0.0,0.0,2067.529290719818
2014-03-24,1460.9355266557448,-559.8573902372981,4964.755230499145,1460.9355266557448,1460.9355266557448,758.4551641039342,758.4551641039342,758.4551641039342,411.62222817318616,411.62222817318616,411.62222817318616,346.83293593074814,346.83293593074814,346.83293593074814,0.0,0.0,0.0,2219.390690759679
2014-03-25,1461.0540194292628,-963.5779038119542,4306.721785156017,1461.0540194292628,1461.0540194292628,114.17855262092547,114.17855262092547,114.17855262092547,-172.0082476909852,-172.0082476909852,-172.0082476909852,286.1868003119107,286.1868003119107,286.1868003119107,0.0,0.0,0.0,1575.2325720501883
2014-03-26,1461.172512202781,-2051.5954459811287,3392.796447391553,1461.172512202781,1461.172512202781,-817.8711165836829,-817.8711165836829,-817.8711165836829,-1040.3946564916469,-1040.3946564916469,-1040.3946564916469,222.523539907964,222.523539907964,222.523539907964,0.0,0.0,0.0,643.3013956190981
2014-03-28,1461.409497749817,-758.7255023978516,4675.647965971616,1461.409497749817,1461.409497749817,511.22215004467915,511.22215004467915,511.22215004467915,419.7306527786186,419.7306527786186,419.7306527786186,91.4914972660605,91.4914972660605,91.4914972660605,0.0,0.0,0.0,1972.6316477944963
2014-03-29,1461.5279905233351,-1374.1701150352112,4386.8975805613645,1461.5279905233351,1461.5279905233351,48.07712913958564,48.07712913958564,48.07712913958564,21.42934756375027,21.42934756375027,21.42934756375027,26.647781575835356,26.647781575835356,26.647781575835356,0.0,0.0,0.0,1509.6051196629207
2014-03-30,1461.6464832968534,-1133.4566690817767,4328.083984468661,1461.6464832968534,1461.6464832968534,167.40122956171362,167.40122956171362,167.40122956171362,203.6168781133021,203.6168781133021,203.6168781133021,-36.215648551588465,-36.215648551588465,-36.215648551588465,0.0,0.0,0.0,1629.047712858567
2014-03-31,1461.7649760703712,-1061.6622013675942,4497.720525034508,1461.7649760703712,1461.7649760703712,315.5249447062951,315.5249447062951,315.5249447062951,411.6222281732708,411.6222281732708,411.6222281732708,-96.09728346697557,-96.09728346697557,-96.09728346697557,0.0,0.0,0.0,1777.2899207766663
2014-04-01,1461.8834688438894,-1602.0521188758605,3764.1240959231036,1461.8834688438894,1461.8834688438894,-324.144018800223,-324.144018800223,-324.144018800223,-172.00824768942502,-172.00824768942502,-172.00824768942502,-152.13577111079798,-152.13577111079798,-152.13577111079798,0.0,0.0,0.0,1137.7394500436665
2014-04-02,1462.0019616174072,-2337.079626908737,2869.3472915169395,1462.0019616174072,1462.0019616174072,-1244.0182221213208,-1244.0182221213208,-1244.0182221213208,-1040.3946564915057,-1040.3946564915057,-1040.3946564915057,-203.62356562981512,-203.62356562981512,-203.62356562981512,0.0,0.0,0.0,217.9837394960864
2014-04-03,1462.1204543909255,-1327.0151691136484,4244.261293082373,1462.1204543909255,1462.1204543909255,-94.01240327976032,-94.01240327976032,-94.01240327976032,156.00379755210844,156.00379755210844,156.00379755210844,-250.0162008318688,-250.0162008318688,-250.0162008318688,0.0,0.0,0.0,1368.1080511111652
2014-04-04,1462.2389471644437,-1386.710872939505,4278.8819120798435,1462.2389471644437,1462.2389471644437,128.7935740973564,128.7935740973564,128.7935740973564,419.73065277770814,419.73065277770814,419.73065277770814,-290.93707868035176,-290.93707868035176,-290.93707868035176,0.0,0.0,0.0,1591.0325212618002
2014-04-05,1462.3574399379615,-1694.4622624929445,3892.7807453809783,1462.3574399379615,1462.3574399379615,-304.74843401160035,-304.74843401160035,-304.74843401160035,21.42934756319718,21.42934756319718,21.42934756319718,-326.17778157479756,-326.17778157479756,-326.17778157479756,0.0,0.0,0.0,1157.609005926361
2014-04-06,1462.4759327114798,-1273.7666947280043,4117.964320001014,1462.4759327114798,1462.4759327114798,-152.07715507337943,-152.07715507337943,-152.07715507337943,203.61687811388694,203.61687811388694,203.61687811388694,-355.6940331872663,-355.6940331872663,-355.6940331872663,0.0,0.0,0.0,1310.3987776381005
2014-04-07,1462.5944254849976,-1419.083969388112,4324.593758270359,1462.5944254849976,1462.5944254849976,32.024685133109955,32.024685133109955,32.024685133109955,411.6222281729177,411.6222281729177,411.6222281729177,-379.5975430398079,-379.5975430398079,-379.5975430398079,0.0,0.0,0.0,1494.6191106181075
2014-04-08,1462.7129182585159,-1890.0751916525114,3848.3924218641323,1462.7129182585159,1462.7129182585159,-570.1523197463997,-570.1523197463997,-570.1523197463997,-172.00824769058775,-172.00824769058775,-172.00824769058775,-398.14407205581193,-398.14407205581193,-398.14407205581193,0.0,0.0,0.0,892.5605985121161
2014-04-11,1463.0683965790702,-1226.067330649821,4288.4718345275005,1463.0683965790702,1463.0683965790702,-6.289171057849514,-6.289171057849514,-6.289171057849514,419.73065277822263,419.73065277822263,419.73065277822263,-426.01982383607213,-426.01982383607213,-426.01982383607213,0.0,0.0,0.0,1456.7792255212207
2014-04-12,1463.186889352588,-1674.6768124931823,3824.7000530939695,1463.186889352588,1463.186889352588,-406.55703509169825,-406.55703509169825,-406.55703509169825,21.42934756344653,21.42934756344653,21.42934756344653,-427.98638265514484,-427.98638265514484,-427.98638265514484,0.0,0.0,0.0,1056.6298542608897
2014-04-13,1463.3053821261062,-1676.8731458222896,3940.271758186371,1463.3053821261062,1463.3053821261062,-223.79638071156052,-223.79638071156052,-223.79638071156052,203.61687811347312,203.61687811347312,203.61687811347312,-427.4132588250336,-427.4132588250336,-427.4132588250336,0.0,0.0,0.0,1239.5090014145458
2014-04-15,1463.5423676731423,-1842.4941244064173,3492.271476578193,1463.5423676731423,1463.5423676731423,-593.5359028001068,-593.5359028001068,-593.5359028001068,-172.00824769175054,-172.00824769175054,-172.00824769175054,-421.52765510835627,-421.52765510835627,-421.52765510835627,0.0,0.0,0.0,870.0064648730355
2014-04-16,1463.6608604466603,-2713.0008712474223,2751.2404889360314,1463.6608604466603,1463.6608604466603,-1458.0236957494853,-1458.0236957494853,-1458.0236957494853,-1040.3946564921962,-1040.3946564921962,-1040.3946564921962,-417.62903925728915,-417.62903925728915,-417.62903925728915,0.0,0.0,0.0,5.637164697174967
2014-04-18,1463.8978459936964,-1241.2257197647984,4408.6001673256305,1463.8978459936964,1463.8978459936964,8.576156441365564,8.576156441365564,8.576156441365564,419.73065277827254,419.73065277827254,419.73065277827254,-411.154496336907,-411.154496336907,-411.154496336907,0.0,0.0,0.0,1472.474002435062
2014-04-19,1464.01633944345,-1762.5441950842628,3827.2236197885964,1464.01633944345,1464.01633944345,-388.24473756328325,-388.24473756328325,-388.24473756328325,21.42934756404303,21.42934756404303,21.42934756404303,-409.67408512732624,-409.67408512732624,-409.67408512732624,0.0,0.0,0.0,1075.7716018801668
2014-04-20,1464.1348328932038,-1537.943196180017,4113.5483732118555,1464.1348328932038,1464.1348328932038,-206.33277281290546,-206.33277281290546,-206.33277281290546,203.61687811417033,203.61687811417033,203.61687811417033,-409.9496509270757,-409.9496509270757,-409.9496509270757,0.0,0.0,0.0,1257.8020600802984
2014-04-21,1464.2533263429575,-1198.376768994092,4116.10649720755,1464.2533263429575,1464.2533263429575,-0.6714902630088193,-0.6714902630088193,-0.6714902630088193,411.6222281730644,411.6222281730644,411.6222281730644,-412.2937184360732,-412.2937184360732,-412.2937184360732,0.0,0.0,0.0,1463.5818360799487
2014-04-22,1464.3718197927112,-1910.4989668192775,3631.5144296878766,1464.3718197927112,1464.3718197927112,-588.9174186084227,-588.9174186084227,-588.9174186084227,-172.0082476901904,-172.0082476901904,-172.0082476901904,-416.9091709182324,-416.9091709182324,-416.9091709182324,0.0,0.0,0.0,875.4544011842885
2014-04-23,1464.4903132424647,-2706.9904697881307,2827.687521631149,1464.4903132424647,1464.4903132424647,-1464.2805922701295,-1464.2805922701295,-1464.2805922701295,-1040.3946564919684,-1040.3946564919684,-1040.3946564919684,-423.8859357781611,-423.8859357781611,-423.8859357781611,0.0,0.0,0.0,0.20972097233516251
2014-04-25,1464.7273001419724,-1427.4890153805397,3973.331303617172,1464.7273001419724,1464.7273001419724,-24.99203834993975,-24.99203834993975,-24.99203834993975,419.7306527783225,419.7306527783225,419.7306527783225,-444.7226911282623,-444.7226911282623,-444.7226911282623,0.0,0.0,0.0,1439.7352617920326
2014-04-26,1464.8457935917259,-1647.8406396009784,3596.0813344414746,1464.8457935917259,1464.8457935917259,-436.7866060183447,-436.7866060183447,-436.7866060183447,21.42934756314279,21.42934756314279,21.42934756314279,-458.21595358148744,-458.21595358148744,-458.21595358148744,0.0,0.0,0.0,1028.0591875733812
2014-04-28,1465.0827804912335,-1534.841885270877,4115.154705067873,1465.0827804912335,1465.0827804912335,-78.10507238429503,-78.10507238429503,-78.10507238429503,411.62222817229645,411.62222817229645,411.62222817229645,-489.7273005565915,-489.7273005565915,-489.7273005565915,0.0,0.0,0.0,1386.9777081069385
2014-04-29,1465.201273940987,-1911.9952590137727,3522.5625639328823,1465.201273940987,1465.201273940987,-678.8714809426262,-678.8714809426262,-678.8714809426262,-172.0082476909281,-172.0082476909281,-172.0082476909281,-506.86323325169815,-506.86323325169815,-506.86323325169815,0.0,0.0,0.0,786.3297929983607
2014-04-30,1465.3197673907407,-2737.343835749201,2770.192153536513,1465.3197673907407,1465.3197673907407,-1564.6318151732098,-1564.6318151732098,-1564.6318151732098,-1040.3946564917408,-1040.3946564917408,-1040.3946564917408,-524.2371586814692,-524.2371586814692,-524.2371586814692,0.0,0.0,0.0,-99.31204778246911
2014-05-02,1465.5567542902481,-1434.1081702961974,4058.6719463943014,1465.5567542902481,1465.5567542902481,-137.72669058616805,-137.72669058616805,-137.72669058616805,419.7306527774121,419.7306527774121,419.7306527774121,-557.4573433635801,-557.4573433635801,-557.4573433635801,0.0,0.0,0.0,1327.8300637040802
